lom_id,intuitiveness,fluidity,speed
a0dbce0d19cee11d51c518aad947800f3afffd04c1c986c2c443e23c9d615d9f,[1.824],[],[1]
90a2cdad855b785dc389cacd292c65b235b8f31d47ed7aa2470cb1630cfced6c,[0.598],[],[1]
2f4fa79223dd5835616f04161baa812bde6e08e3ac6d2244ef60e80b5286d59b,[13.879],[],[1]
7f87cc342e548ed5f026c9b2a79a5d6c2fbf5651a3de7ff85beff7366163c182,[0.154],"[2.2150000000000003, 0.21999999999999975]",[3]
6072d80fe37e4a26c8ade6631d7ec05492ff21c320aebe582e2e74a9c488cb83,[3.684],[],[1]
c2b2617fc55ea6f3bb3763e25e5dd1d4a2f27e3be804e0900b2cf111631721f1,[4.198],[],[1]
68c5ba3660044fecdee7183beadca1022c50dcdb0206835a23d792fb22a87caa,[3.248],[],[1]
592a6be9fd1fdd90b4a73056b03b95f2c755059b09ffd2e80618fedc6d5d02ff,[8.441],[],[1]
5be428ff654f85905acb147d70cf2ab8dc9100bcf3c6310fa39aa1c65ca60fc3,[3.989],[],[1]
0665083c8d2665fffccf442c5ae73a1464496b454528a5ecd1382c2f5779e318,[1.996],[],[1]
ef972c911e877f64e6e223ad1e7d2d05d040a80a1d5db86d8afdf25fb660467a,[10.486],[22.233],[2]
fcda20dd4e95a1c0802367143ec934bb7f1bd10f12374a95afbec872dc1737bc,[1.027],[],[1]
9b9aaa8ac153c01be2cd9e9a685878b138c5b4a6944032214b38e5fe22a86db0,[0.544],[],[1]
d73be23c690430cd42718bf4cb49ca76944a86561b8dfd799eb435b9efa79d0d,[2.113],[],[1]
99f7402f1abbf1d1e3465a12a4949f638bbbcb7d1282d41e336a069cfe7f3720,[1.001],[],[1]
1b0f01df5eac961380e508f88f0f009e3a0c8177fef2026301d15d171c71f119,[0.188],[2.424],[2]
e8314f323dfd709a811f549f665d5487e109c343f05ab6a4389faec17702c039,[0.642],[],[1]
78675da34cd191576b2aeb7856266911fc91aa3d812c94f234b32c6db9d10438,[0.922],[1.822],[2]
d4868b6af78eec97a4386da321d620e16251ba3a337d7fc3475a1c25beabbf79,"[7.368, 7.215, 3.217, 0.162]","[0.20099999999999962, 0.22100000000000009, 6.672000000000001, 1.7649999999999988, 0.3050000000000015, 1.443999999999999, 0.19399999999999995, 0.19600000000000017, 2.228]","[3, 5, 3, 2]"
e1e32e8d4a761da78f944bfb63a74b9bf84bd715537180f51702484c2dd2e25f,[16.96],[],[1]
d83910bf22c3328a29ef093b24f8b8619ca4a4675e749896cc366e26f7340667,[1.238],[],[1]
f78891104385ace77cbdfb4595a73a13a858b233453defbc36ca035c186d8a6f,[1.402],[],[1]
a079439f83994116a632d959d189aaa389b7cea11777ff98a0f6f7805655b434,"[1.459, 0.211]",[],"[1, 1]"
b54a6f68221170639144cc8035b4214fb9c91e3cc15a065c77803da9b7023d6b,[3.506],[],[1]
66aeaa3a8f8a08a9ecc89b543a7e82f3ba3631dd59699a88e75fbb01ef856625,"[3.353, 1.183, 6.224]","[0.5909999999999997, 22.305, 0.4170000000000016, 1.0620000000000012, 2.3039999999999985, 1.315999999999999, 1.3950000000000031, 0.7259999999999991, 5.403999999999996, 2.841000000000001, 2.216000000000001, 1.955, 8.243999999999998, 10.879000000000001, 0.9559999999999995]","[12, 1, 5]"
25b4cbd66464e8b98a5d666492446b4cba8659b633582e180b0da0b3d766bb36,[1.337],[],[1]
0b034864c1cc16ad8bc25db7d43d68eac11d3f95a14e65c6c59bcff0f7e81e1d,[1.332],[],[1]
d3931c649be5051e99ea079b8b083da115780ab6c2a9220303be490bfe6486bc,[0.156],[3.921],[2]
cb19dc1fbe4042ad43e879f218cae4146962a73b0398500029aad62b5b81884f,[0.115],[],[1]
6f463dafdf36640e3d50326a48cccf793ba7e46b95191ae8e1c479318433a84b,[0.184],[2.401],[2]
722585e83d8c5892e7766e8df02d676b3fe2970ccfe9b052e152ab051b67a7c5,[2.735],[],[1]
9b1adedc1ccf7e316f8020f218630311992660c12988ab51674f639a98e140b3,[0.684],[],[1]
0c191178d535fa0ed68bd0a05d4d5e6a986944e38022b6fd241b51fd223b5887,[2.28],[],[1]
5f965b53a74ac1088c38457a4808d1a04dd85e85b933bbf382cc435b0b4473f3,[1.275],[],[1]
4154992281dad2a7521adb88e9d202f15d17f513315394031020430bcc9af432,[2.321],[],[1]
2fcf5fa6ffb9ff2ec71ccae7bbd4fc731ab35eab4200c43be7c63494c5b1d1cd,[78.443],[],[1]
dc0da1d165945fde9242fa4e29ded0a41cae3a94835379feff70efed3edf3aa2,[4.022],[],[1]
445ff49a686dbae73fb1877b079c325cb63fc4476d2ff49e2fef0a362869e1da,[0.966],[],[1]
771ed85a040ec20eae84200531dd2d8dfb1343081cde01d39da832026772ae73,[8.02],"[5.800000000000001, 1.7029999999999994, 2.8979999999999997]",[4]
f1a2dd8300f1bb1afad94ff37948fd4820d16af8cca363ffe8b571ce0c8fe843,[15.737],[26.887999999999998],[2]
bf40d15396c53ad84749521cf8733991f3d0d00d7ec230e49f489602a990a91d,[3.682],[],[1]
6329b55cd0a8477b4481f718af78e16b64906c190e7de8497720eeaf578a0c02,[1.687],[],[1]
9bce320dbbe5c67e7df9ed08587fae9252d061d0083e84edfd490d7adc8546fc,[2.463],[],[1]
b0e2948218e3420e7840fddf4212df619a875872dba61bf3b3f5d147edefdc1e,[0.676],[6.814],[2]
e2ba99c29f815047e434c0f43f78ab61782d917987e28402ce7e4487525eda34,[1.132],[],[1]
60b22fce5448165b3c04f082dedcb8a650abcdc318b0273b618a3f4618af5391,[1.74],[],[1]
9ab027e2214587a469e9fc2ee2395d164f8250628594a7a02b6184152632e2bb,"[13.453, 7.317]",[],"[1, 1]"
0b4dbc41fd3125fad4b1336e0874f7c5f9eee7f32b4eca9af62d12cb8f8401bb,[5.608],[],[1]
31ba239f0d42b2139df533d88da3f71eebae46e966a65eca99932f382389551a,[1.842],[],[1]
6eb6676dbd3a45144cbb248cacaecedbf2b9f0a3b1e63f735458e515f87ccbc1,[17.396],[],[1]
72f044c4278aefb85a91dabdefb1e68753580c15902450083ecafea2a96777c0,[2.162],[],[1]
667cac64c5848dbbd0e9cf325ae01afb43d5342f590857cefc04c0ba1c6a3f55,"[2.641, 1.576, 3.897]",[],"[1, 1, 1]"
8f9eaa49468f1d30d68d259c30476041ea00889d8907831628df4902907925c3,[5.5],[],[1]
6136b4de35b6a1c2e946e7f08039e571ba964e17f56f420ca3d58c254ce75a81,[1.852],"[3.6019999999999994, 1.955, 1.6510000000000007]",[4]
6f831d8ad514bbc05d89b37ad1937112b06bfd2a0fad4377ccdfc60d1d66c2b4,[0.189],[2.144],[2]
05cd2a4e43c775f537768016215772c43c90def95c89f2786848bd86645ccebf,[1.042],[],[1]
92bec1d763f941e212815d53fb95740d7f28bd108abd1d9df9924ad5e9f81b8f,"[1.966, 1.562, 1.179]",[],"[1, 1, 1]"
d8c0ca1eca5d3e71283c2dffade18b7f90bdf64f05f9b9de4f62a3a31d26d420,"[1.765, 2.904]",[],"[1, 1]"
c7ea62dfbe7e91c1e45a632e69c19f40875f4db88862c4ce066e48b9b29f85dd,[0.1],[],[1]
f1c5691a2bcd60cf4bfbe9168ffbe3ac9539a3c81a480baff5dd09fae1e51540,"[1.289, 3.854]",[],"[1, 1]"
254af6d3f69fde3a32ef61659a995b8923ceadc2462d1fc720d1fea634928c7b,[0.437],[],[1]
a1533fe776a846649327f3cd5daa9eb1e1f472cec368f230c5bcbd72e0cc0e1a,[3.967],[],[1]
f7134dfb5571e02d175a2b1036b1f1d94211b4f89fb390c33f919088e0da4590,"[1.511, 1.297]",[],"[1, 1]"
166c01541a5f1212eaac85c09abbb3700674b41ce431f11a9092437ba58e1e87,"[0.524, 3.644]",[],"[1, 1]"
feb742c3e6e4d576e79556faa2862b2ba81c6397f616ea4d00f1d0af7c63221b,[0.112],"[0.722, 0.793]",[3]
090e24a565efbc5f35ee7148b824afd3d0ee6e8b1063683ac3cf810bbe10d722,"[13.985, 2.966]","[1.8650000000000002, 0.0]","[2, 2]"
af849734dfaae68f01da1d95a4b3197f90e33f2a7004ea23665d478c9a85d770,[1.691],[],[1]
b497cd608f9179d976950c4f0a907586dfc442bc82689ed5d40a4b8f5cad55bd,[45.299],[5.222999999999999],[2]
063a3318c71ac2f48a88365d3046e98a1c03c551812d36ce1ca4b8f76a70dca9,"[2.035, 3.452]",[],"[1, 1]"
8e9c5560f5536e21a3bb0ce896d97d20ee79b79d3bf115056d57f0571bde62fb,[0.167],[1.448],[2]
c324cff57af4cd17ea2b790f7c0a667ab9dd722fa7d8ac8ff2b4953e1d104c4d,"[7.998, 0.476, 3.837, 2.108, 0.582, 1.253, 0.268, 1.94, 2.279, 2.397, 2.854, 2.118, 2.437, 2.183]","[3.7359999999999998, 3.76, 3.176]","[1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1]"
29a948256207fde338218b83db978207352af5ab2aa04b3e5610ad9d267b010a,[0.865],[0.919],[2]
9f5b439574c2767cff5ab32d9d2df38132d1684443fde56ef48ef83bb920ff0b,[3.37],[],[1]
b2190d21f4af8ba93b3972390d60c6194d2a5ffd90ff4700b7ae161ecd466eec,[0.508],[],[1]
95959c2660b3abeaac58ef5fc7665a07a8ec7fc383e447bef55466adf7172156,[7.022],[],[1]
e3a8a3928a007701f4a0217c70e3fd5e9c9ac1de8d8bbfbf48118dd10f4d2276,[6.362],[],[1]
5554a6022d11584be3e7690e63840d4e561f654fdaf9e01c7516de3c57f563bc,"[1.03, 0.63, 0.633, 0.939]",[0.7000000000000001],"[1, 1, 1, 2]"
8cb64e0dbb1d3cd36a8742673cb1faa1f60546fe73257d9250cc5fd17092e7c7,[0.839],[],[1]
b1c6c3b5a4f69dd5c87b1525ef32d04d8dee00565671bebaf77dfef0582bc721,[2.225],[],[1]
551dce2a0de0a57bcd0f8ebc2ec5bec9a4f75c95876d08bc73e67dedbeee1ad6,[5.423],[],[1]
dcefe259357e2feb2d0f8568215f346eeb78fd03139a26c77196ee621c0c0ede,[0.419],[1.061],[2]
90503d5458211c3b78abb45d31ee32e010cfb2eb5125a8db64ea07bbd5684747,[0.296],[],[1]
afaef828e6fe7a5ac1166296ab618519303e392d3d32efb182c9e925b88ca9b7,[3.078],[],[1]
fef7c2f122fb125e5a89dc02834d1cb8816e17cc2823bbd8052fd85100390fec,"[0.666, 29.587]",[],"[1, 1]"
fec8d1e704c58f9cae8bb5735e5061695b8d295fb6f38278f40c5ac9946ba81d,[22.155],[0.7679999999999971],[2]
bd66e24c7921848bcaf89ca7325599014c9761a38ea706700f4257fff7513376,[1.087],"[1.2209999999999999, 2.5680000000000005]",[3]
cddc6a79f598dd5368946c80ea9de7699dd38f9cb1ebfd89ea46ec95bc095c9b,"[0.147, 0.148]",[10.207],"[1, 2]"
a8dc488334be32b48231f1ce6684d6e12f8f9b07d2348f7290977ae4b31fb8ab,[3.351],[],[1]
bd85bc3de7e04f165ac5ec6de05999e77e0bcf505356fc8ba4777a4f6b94bdb8,[2.716],[],[1]
4754f1d938baa77d0e4dfe7ddbc2a632f042ef25f34e2b823af7fc395738ddd3,[8.625],[],[1]
e431e3725070b080bca0568879d15fd9e97c7a5af2dc48aeb8b9586360bc40aa,[2.425],[],[1]
ca308a54f552ae568c1c74a4f93028be0f77ba0469a60bb7498479e895baea11,[0.516],[4.007],[2]
3160dc1c28ce5f90018b597f2c945b7d2dc33443b143a50f505e0b60818ebe28,[2.008],[],[1]
caa085d5de5a57c89a594aa5503b8e41394faae74084ff190ee832f9a37d06fa,[0.821],[],[1]
a3b0eb838399b7c9e6feb0e9423973129ce59ab2e0f3a626b3a3bcfbd9de803f,[4.424],[],[1]
30da9930d7a69c9aca9dc132d7670ba5b0838b333ef90d8ba77e8a428f05e53c,[0.221],[],[1]
891b3cfd69b685e62b6f1dc338be8240e09028f0abba9fad9dbf6494c2a83bcc,[0.773],[1.6079999999999997],[2]
ead1fe0c46e8ccf548aef66acbf0b4c8dc5e160b586c10cc3f1a1f0350f91fcd,[19.961],[],[1]
6673606c7117770fc40cf0ae4a9e04dcc9d3ee2959609e892c143836e125d979,[3.805],[],[1]
e7ccd53b9b8fad59e8580925975fefdafc9e9ea02f648179ce3f7ba4e4bca987,[0.171],[2.3000000000000003],[2]
a438458841755fafd535afaab597b2b8541cf3a7bfb14e3711c04f54571439d5,[1.193],[],[1]
f9fb7bf339ac1067b51762e14b76e3c5e078279f3b4106785214b86f0de58300,[6.046],[],[1]
e368ef16d3b18b3e2803db6d3c68aa2457663eb97d62e38521b2f5ba1b040a92,[3.785],[],[1]
93e65facdbba9ae766287fd35a2f3d64439a236e18881326d54b8e2a6bab0785,[1.706],[],[1]
560217cde39f4e117133744e978a9b4763bff9a97caf60c55d35bcc8a8f55d79,"[15.529, 14.821, 14.351]",[],"[1, 1, 1]"
4f9e02b2388e8f533f434d1164faa69e0ca1651cd1d4413bbda6f36d9be2663b,[11.56],[],[1]
b364c3f942559880f788d8f4c6fc6fd030bf8cd9b91b124693c45a2291ec9ff2,[0.145],[2.755],[2]
124ca1a2c0c2390018162a55ee88f204d6fe0873adeb045839022de32ede8a01,"[0.962, 0.723]",[],"[1, 1]"
d256641b4a60f6e53d871400ce19f993ce0a73a9c093ac55b4af41e17bbe380d,[0.572],[80.261],[2]
e71b9351cbeedfcb66ef11d9a6bf7a4b45566e819eb35bbc13ffedb7d2e40e8c,[1.246],[],[1]
c8361186cffb4c681a0d2bacd26e9e9c9d5c575b5a509aed2298d63ae2f4918c,[0.168],[],[1]
5ade04a4dc1c4c4b8ba5e48488194f1d74d4eaec5ab8c78e52a9189bf10b5780,[1.39],[],[1]
7739589b861297dac649a69df782f3a509ef8f65e787b9f2abf2995e1f25d974,[1.862],[],[1]
96d80c60caba3fe2f460db86b6608c013734e01bb2b569bed38780f3ef65993c,[1.558],[],[1]
3d2d44df5c00659aded93fce496265856ec57fb5f0953f6f8c8599c75d171bc7,[3.447],[],[1]
04adb0674cf2117a6730ce6d05b7586d8de51d54a56002be5f47f550300cfcfd,[5.351],[],[1]
3808495b1b0268bb49f2994347ce3ac712e1cf9d18b7faf5d2b78b2cc7a8a8ec,[0.67],[],[1]
653ef0b06a65f75db26d80d1f180e48671c985a16564ea6ec3131b832f7e4b85,"[2.384, 2.755]",[],"[1, 1]"
879885bc7b2d1956e419a1e71413de252ae13161be4bb372873764f10460051b,[0.97],[],[1]
7254d1b885590f152b4b5f93ada76a281c61f05797b6fb42f2d037b61bef1c1a,"[0.373, 3.525]",[],"[1, 1]"
07bbba1a2d3900c9495489c31ce42c1e630fb3a680406d7b0b08e0372ff229e9,[1.213],[],[1]
871f63ebf596805ed59cf86501b4cd0c5ebab45958d9cd22b1deda564230ea54,[57.472],[2.625],[2]
ae011b907b077aabae3417da873a02318c53567a708dee4743aaff5cdf1e0951,[21.212],[],[1]
692a22a5ac871b42debfcd71a4ab6980a13e4e69e9f8532672f70980a000ff52,[4.158],[],[1]
cad7e02afc70a25d528371a56c97a23f42d8dfaeeb2c37eafadcac18f626ca9d,[2.773],[],[1]
bc9cd950293b9e579dfe9f2b10cd528f2c5320fc9b638878a69ba055929e0a54,[1.913],[],[1]
41f8acce0692b29a9a1073d198406537609073b5ff82a71c320a13944383b083,[24.279],[],[1]
22d174a96c9302123e26566263bb16fd9cc4a6bff4b0642fa9b21e7d72c42daf,[0.211],[],[1]
fa02423a516f56bac087cd61af3d1e104d9bd09479cf4a3fdeea44fa8421035e,[67.269],[28.504999999999995],[2]
f6c9b16f8adedddfba29832d7685e07e5e792d5a799c1b77ec035578201ba965,[9.279],[4.119],[2]
93b0f1dafcfed6e07a6705d87663699869fb9828d2966572af6730625f6c071f,[10.311],[],[1]
cc03fa856aad0894836b0de20b4a9e3f1b36f140f821e76b5e339447632deead,[0.749],[],[1]
d113c6ad784af0921a1dc662690ce9d2ac221f9460d608abe67676592163492b,[0.671],[],[1]
ed3ba6305ecc9d0dc1f1665c9fbf11ce986c32fca97dc537259d47828302da8d,[1.436],[],[1]
98c84bf2d80e38a3aa698b095c9efcac5dd8a4d9a22c4537f050f57ec3333018,"[2.695, 0.117]",[2.622],"[1, 2]"
9fbb34df0b09b1bf4e086c17fb9ecc00f478d35d9c846c0710b0c52f18ac0f8d,[9.396],[],[1]
dbb5f3cf722976cbc2984b64b70e45a1a467942c78323609f262915fece751ef,[10.976],[],[1]
c752b5f3e172f1ad0ad76563a0e7445a1f35d7627471891d678a7aa51738aaa2,"[0.191, 0.555, 0.571]",[],"[1, 1, 1]"
f4693b2f681326a785a50a26aa00fc80bcf09bad9e99c552b6e2426e0f96a891,[4.003],[],[1]
c5704e0e4b022a104b8060a0dc88b0802429e8840ac8fa38bee7a70231803fab,[5.572],[],[1]
e6ae40fe0fd50971a19316a90c3fb0888a84b57e786cc5f5f3f356b6bc6044ce,"[29.086, 49.89]",[],"[1, 1]"
7d647b7969c9fc84f656f797e5ba850cf9b03e92f4e83cbecc2faba3e76ee629,[1.817],[],[1]
b445520ecd7c33b5e2ee21b5d0a9190c0c60355a83b1b6b851f55ca35b3d75d2,[0.798],[],[1]
2e53d0c2ab790c8aff59e487a0690b7c2dca42b17d89a0027306a35f09d56bc6,[10.969],[],[1]
208b6089b748ea38400c20c3193c5197f55527c8a54a73ba786cca63a453f3da,"[2.093, 2.393]",[],"[1, 1]"
0c5d7109da94db43efb2c73775146d44d38a730afd9060c84c8af6cd4971e7b5,"[1.094, 7.45, 0.843]",[],"[1, 1, 1]"
83c85f27f79332e66c06e5bb0842ac536ffae099082d18d7a4b7e3169237e159,[30.276],"[1.123000000000001, 3.7040000000000006]",[3]
afcc17b97a7baab0b8c8ce8a2f3e6c418ce9a6b5364bc09b44a282434237c2ec,[1.185],[],[1]
f4d138fd90467f02f38f56dfc716e9cf82ebf68551a21f3008381acdeb8361c4,[3.508],[],[1]
cdc97f2349fd104e21a66b946451b8e0fd02251c8cdd8ec99c04da7bf53f54f4,[0.657],[],[1]
fa4a4ef1a23fc8af2f50c969ddd9c422e664618c03849139ac87210344a0f113,[0.862],[],[1]
99937c2a42355c5ce9b896338b6628a35e9a292eb02a8796fa9ad769c93470f0,[4.865],"[10.776, 0.7009999999999987]",[3]
01733597d749c2b2c9cf6fea8b0424f9aeba69b078a4bd83b25a26912267fa14,[25.768],[],[1]
8b30082d77ee3e2d7ed7f9664b1214ac0d545770311c66f339c30cbff2371981,[26.947],[],[1]
d70acb602d263a11386a608796d5c6f861e91111b218daa64cc7ba29c86a9c8c,[18.739],[],[1]
52760df8afe7aa3a9fc0f4bad3bbb7ecfe8907e6bd6166e2df24153157428592,[0.121],[],[1]
06d937e06a95b14d1ecc7a95978f8396633bb90d42bea74652839eb6cdb5b817,[1.772],[],[1]
a4af5b177a90cebc8e8a014d629cf330d72e2c0eb7c196b8251c239e1405a4ba,[16.114],[],[1]
3e2a9ebaa61381ca3101f95e36e58db6bf5bec334200db0b6dd8cf11ef12bc2b,[1.131],[],[1]
05a84bfbc88e5320382337eeb933c142468472864cad2946bfec8d0a89d59041,[15.979],[],[1]
21215cdaf5f1c70a83d76e4c7bcbaf455042fc817b0729baa4405a3cf8591947,[14.327],"[0.6330000000000009, 3.132999999999999]",[3]
2c76fd8a40e5d1989134b6ff9af9117e8763bd31dcb96712597ff985b80207f3,[15.425],[],[1]
3967d32e2591d3a2bb082c23be3d8f689f8b9f293f3cbb062d1be7a49f41ac05,[0.138],[],[1]
63ec5d46712b59160ff8929bc0b90db0fb50a82d806ac70779fe8797b1464112,"[0.463, 3.128]",[],"[1, 1]"
09c3036ac69e793e2c6d50c82cd9f59f55fcaf8f0bb8b51911e4e8ca547d31ae,[0.63],[],[1]
add17e098da0763b1ca883312c0534a407525b3aed307ac02c96209c5e42ee7d,[0.838],[17.471],[2]
7058b963f1ab697ebaeef4ed5ea6bf1e51285c2b512ed026cd9f0ae458158f73,[2.996],[],[1]
61f27244f1c47489a24ec0f3d8c6a96a5f944e1f890ec82bfa9b9cc7ce4a4369,[18.6],[],[1]
28ddd3dd5aebbc70f349a9ba1f06dbed57a898a35b9b70129f0a651267bcc89b,[0.199],[1.502],[2]
cde67de5b5c5f6e9dc324ec8d7bf7b46581cf0713ddccf2f4f1da2ba6e31d877,"[5.897, 1.386]",[],"[1, 1]"
369835a67281c6cd853db19c396f5ef46c6f64840a558e7297c1e6c263de37e7,[0.632],[],[1]
1dc151e6e1136691116f5d1f85d52c1b5f75c00a521c947f359fe63e0e69184a,[9.269],[],[1]
671d4e57517c3e9b4f9a46e7fd7325690f8630961ca0289cd8a39e019c61428d,[0.145],[2.432],[2]
9311e9dc44fa9e7d4bfc4ec74ebc935c47f6af07acfc2294ae3ea4a8e44d773e,[3.076],[],[1]
bdd52262a0ffee9b4489d7a9483cbb67b25a6a2d7a58fb49dc3579e1a5c82d74,[1.739],[],[1]
16dd565b51fadb9a9ed38fcbe3d5417538d094bfe478e75810f5812a8616c12a,"[9.404, 5.834]",[],"[1, 1]"
527cda64a8d868a5a722adb8972f52b9854aa02c9118f5278a677ba7c8e898d3,[0.114],[],[1]
b58ede3a666719b989dbfd7e469a70bdce985ab69fd4d15a024d9154f0785175,"[5.208, 2.997, 5.887]",[],"[1, 1, 1]"
7942914729041b9ba45dd4c0f804e4362be93c218a01ce6251dc8e21b79bdba5,[1.601],"[8.576, 0.8930000000000007]",[3]
c79ea79f8022c297bfa6fd0dfb1a1b4fafed739200f0e9d91d4c01a6b23d2521,[0.99],[],[1]
1fbe6f375820c8c1cbaf93196443c53f126cbf44f75e88d724bb1259da69584e,[17.859],"[15.341000000000001, 0.7199999999999989]",[3]
5b911b257bd4f8186f72c072e039863bb2ef31b0c4cbff74e1c8c5ff8f69bca5,[14.649],[],[1]
b8ea37d79dd90c040e5da56011aada4df8c333876b336a7aaef9edff197f4d12,[1.278],[],[1]
2fdde63f42185ca982c4de96efcb7407c752f0a236511ad7c2d2d2e7a5ae23ee,"[1.582, 20.744]",[],"[1, 1]"
aa3135680335eeaffefcb0e7d5e370bf14a779fcb1bca8f7f0fa99761eb9541e,[5.224],[],[1]
8fb2e1cff3bbe8ce2d26602e759c8c0cf967990fb4f1ccc94e1599d3a4812388,[0.159],[1.244],[2]
9b1e46796d244acd1e847237b02a7742458d196b8427f5ba173a1e9dcb7db3f7,[2.659],[],[1]
2e8731cf39ddaf7953d6a13220be24935f3b3350477ce6be03178542281cceae,[1.702],[],[1]
ca901f6ef86b09de6ac54ebe8388196c826b2cb64368fbdb6adc0a13e95c37ea,[0.165],[],[1]
58782dd6ba254b960ff17c5c858b9ade287f7f8e022f5b13e3263671ac379537,[0.473],[],[1]
c690b8bb5b0b8ef6a90bee2175916bdadec91e132f7c8db2a3d07242d98025e3,[0.968],[],[1]
c215c83ca38ed6f9eb06b39967771fb19ea611bcf57d935ebd1da2e16cf99cc2,[1.643],[],[1]
18108c80ecbf671cd6015a0a83d084dfe0f6756e2cf21af8b3ad3f8999855fd0,[2.114],[],[1]
8d38b8b60aceacb22fc6bf3a93c5aaaf1e51ffbf5c67a0961e729a7148a02437,[0.787],[],[1]
807ef12b967163e3ba69b330330e7f3712720b61bcb9d9a1977a130b07161d79,[1.105],[],[1]
cc958c8fb45ab322268d17b62fd1ab7c01f9084d5eefcc177ec50c3d008b35f3,[1.155],[5.867999999999999],[2]
0cef0f8124dc66acb2957976e71370cd4c4f37aead097c1eacad9c1d95e415dc,[0.925],[],[1]
4e2cc0d69b845a624c1ce3c07673e52031fda5cfb61906e919cc877863aad19f,[58.976],[],[1]
2e34cb4edb5940c1c36b5639e7a5260c045cee809059b934020c2a429f80eb4e,[42.085],[],[1]
fe9e7a20689213dc1f3dc76e56cc6d755db7eb781912af8b074495a38d1b118e,"[3.889, 1.227, 0.726, 3.942, 1.577]",[],"[1, 1, 1, 1, 1]"
27e0a4baad69ddc6b73f2f58083917d395408255d145701d9e1ac977d6038fdd,[0.646],[],[1]
e9d6b9d5c1461b1a5c26a14d4d5c3a7b6da517a854009d5d0e869c781c2fe77a,[0.149],[],[1]
8e5459e83796fbf1a573e24f4ee81859e178a96c454c6d7f508844908c56714b,[8.142],"[6.425000000000001, 3.908999999999999, 4.815000000000001, 0.8969999999999985, 4.183]",[6]
66e8383cef2a490dfd5d716fdb64624776009a3037e07cef6c6d33f966d18f03,[0.178],[],[1]
98bc0c25daa7691d8c2b1c42866c4a45058b3984d38b864db567e60e0b1f4280,[1.438],[],[1]
fe51ab25ef83a62d415d5dfa9e4be9e5bea2470946593bace1d03645f00bc9a6,[6.162],[],[1]
26b5b08f79b793e8078f40f5d1a0e3b7f12a4f7c32a8aa4bbcaa25f6dd80dc8d,[4.232],[],[1]
bc6c42f22a9f9b01ead0ef1d98071d4e55a0d702c66e675d4e47d859365c60db,"[1.988, 16.308, 11.487, 6.636, 8.769, 5.278]",[],"[1, 1, 1, 1, 1, 1]"
47e10d1308709ba641d4d6f22afefc03a4f6c800c700ede7387beb3c91668d75,[5.34],"[0.5120000000000005, 0.5269999999999992]",[3]
76670100358673ece779d894795b08da435b59e39362f4f94f5ee8b838764ca2,[3.762],[],[1]
b7055764cac67d84686b7264f0a77bbccac425665c26cbb48d7ee0664b2866bb,[37.0],[],[1]
949daa8b633e79e3196047cbfd39ce9fbee3e6539b8abcf6d6e1e46e1def303c,"[0.874, 0.644, 0.841, 0.662, 2.039, 1.471]","[12.794, 1.6620000000000008, 3.599999999999998]","[1, 1, 1, 1, 4, 1]"
2f172dbfc1e11e7d59419f18645ae6e7d288ff5386dcff09bdca7d4e4812eb75,[0.157],[1.328],[2]
ae9e3827430f8eafd3bf591595627063f0966f00c8c4a7a49026eb7856ee2374,[4.094],[],[1]
f0d79963fe29e95cde92e349060884d8f976a5244f41ec5c5dd703f2bc026b22,[1.37],"[1.2809999999999997, 1.4530000000000003, 1.984, 0.3120000000000003, 0.21999999999999975, 7.155, 8.517000000000001, 1.514999999999997, 6.609000000000002, 0.7510000000000012]",[11]
576842155cd8e0308e58c61b39ad2ee4dd69b667076ef9114b90bb20681e0aea,[1.27],[],[1]
f89d96a9d7d957cc5f528391a1e4e075db178d6d55c8839deadf0c5a7f4e3a7c,[2.542],[],[1]
ee4791e7d5b9ddff0338c1b5666f34950351c3db9ae1d0fc577cf53787905703,[1.373],[],[1]
7499bf933bac12f35f31751792d2cbe15bd1f1edda67e605f37678d9ac06718c,[2.018],[],[1]
8879f3361c13f9c48227e63b848e4af46a2c2012d2977fb83f00e7c54f1b972b,[1.125],[36.313],[2]
3763b6eeac9aef21b4b0a13118467ebff7b17299951297b4a112687dc62aaf46,"[2.674, 2.68]",[],"[1, 1]"
ad6bd0cad6ae308d44e9315acad437fb64c5548d5d8605800516a2153e60f02f,[1.21],[],[1]
1177492e0ecc97b6fed8bd1018b7b80c67fb534a42065de4228026ccb0a923f2,[0.128],[],[1]
0e6cec3f7c169f495c6c58c1a8cfc080d48370c2e20b28414136e31dbdb4a2b9,[2.415],[3.4379999999999997],[2]
df156f556289d02c5f50822234aa4d0683959c02720d968df03099a7c94f327f,"[8.402, 1.553]",[],"[1, 1]"
9a54aa7239766a9f2b847b2eb881d1368078c05b5731f5cf8e0c9bac5f4f3438,[2.356],[],[1]
866915b98459fea7a48ca1b4f320c9da4a2bd0eeb09def4e8ad00b14470803c5,[1.726],"[0.7200000000000002, 26.910999999999998]",[3]
32db4243794921aee4319b623e625a93de22a27fc75a98ca40a721638ea68caf,[0.147],[1.6199999999999999],[2]
3bafc3a01ba9c3d6338cbc1f10b2be98c046e47809aee7b3a898688d9ecd1d6b,[0.16],[],[1]
aa1697e969463ba4976f303f8a3fdc8c339b1700a4e574b735ec35e0b61a9bea,[2.263],"[0.81, 5.372999999999999]",[3]
